Points:0,Points:1,Points:2,U:0,U:1,U:2,wss,p
16.4944,123.6231,381.4491,0.1773174,-0.09405286,-0.014965949999999999,0.0,202.61599759692498
16.46125,123.5828,381.4659,0.1700732,-0.09063797,-0.013879250000000001,0.0,202.98196748884996
16.4395,123.6203,381.477,0.1703839,-0.09178367,-0.01200526,0.0,203.06436071041998
16.80877,124.234,381.2892,0.2048579,-0.10790330000000001,-0.01617068,0.0,195.04208736363998
16.77138,124.2458,381.3083,0.2017271,-0.1078749,-0.014127540000000001,0.0,195.45098705709498
16.64515,124.0751,381.3724,0.2024186,-0.1099816,-0.0124439,0.0,198.33328326602998
16.6058,124.0004,381.3925,0.1994884,-0.1083895,-0.01226377,0.0,199.20547817786
16.58218,123.9556,381.4045,0.1970435,-0.1070611,-0.01211346,0.0,199.742900631175
16.64779,123.9291,381.3711,0.20312049999999998,-0.10762269999999999,-0.01584168,0.0,199.23520906525496
16.65116,123.9987,381.3694,0.20349599999999998,-0.10898329999999999,-0.01450227,0.0,198.76924739958
16.70397,124.0971,381.3425,0.2072688,-0.1108258,-0.01482023,0.0,197.61374246212497
16.68338,124.1182,381.353,0.2049755,-0.1106939,-0.01331458,0.0,197.666004829205
16.71895,124.1199,381.3349,0.20738620000000002,-0.1105458,-0.014955240000000002,0.0,197.15764665146
16.69343,124.1337,381.3479,0.2048583,-0.11052580000000001,-0.013426,0.0,197.42562460511
16.69426,124.1225,381.3475,0.2056197,-0.110655,-0.01376933,0.0,197.443623124385
16.54053,123.8765,381.4256,0.1932099,-0.10497820000000001,-0.01187779,0.0,200.74375162523
16.56138,123.8173,381.415,0.19393370000000001,-0.1036641,-0.014356180000000001,0.0,200.83614402417498
16.6007,123.9086,381.3951,0.1986147,-0.1063073,-0.01420738,0.0,199.90088763369997
16.56308,123.8694,381.4142,0.1951108,-0.10500759999999999,-0.01322278,0.0,200.71055435634497
16.59663,123.7618,381.3971,0.1956492,-0.1027649,-0.01724324,0.0,200.68988938977
16.58179,123.8481,381.4046,0.1967085,-0.10498210000000001,-0.01480883,0.0,200.44910919858
25.29832,123.1458,376.9721,0.045766970000000004,0.03066641,-0.031659099999999996,0.0,-1.252419497698435e-06
25.32447,123.1071,376.9588,0.03766127,0.02607306,-0.02490868,0.0,-1.0994555485971749e-06
25.24596,123.2231,376.9987,0.048517479999999995,0.028946760000000002,-0.0382972,0.0,-1.5941955133692499e-06
25.21141,123.2741,377.0163,0.052812599999999994,0.028078409999999998,-0.04441251,0.0,-1.850807735403e-06
25.18645,123.311,377.029,0.049130520000000004,0.022659570000000004,-0.042350009999999993,0.0,-1.1243272357550197e-06
25.20402,123.2573,377.0201,0.05428025,0.02951598,-0.04409449000000001,0.0,-0.52412168089314
25.15722,123.3541,377.0438,0.0483866,0.020219670000000002,-0.04298015,0.0,-1.0032910599792299e-06
25.1119,123.4211,377.0669,0.04099804,0.01210353,-0.03638728,0.0,-2.8663961836850997e-06
25.08492,123.3035,377.0806,0.056107880000000006,0.02596952,-0.0437911,0.0,-0.6926694145945199
25.05671,123.5026,377.0949,0.02923025,0.004096455,-0.030656370000000002,0.0,-4.6968349281634e-07
24.99527,123.4875,377.1262,0.03186141,0.004744348,-0.02860319,0.0,-0.9515873136085798
24.95197,123.6573,377.1482,0.008793101,-0.009557145,-0.01475179,0.0,-5.51915527647055e-07
24.99145,123.599,377.1281,0.017789509999999998,-0.00415432,-0.02317704,0.0,-4.2570257776068e-06
24.92334,123.571,377.1628,0.01994628,-0.0027741,-0.01925684,0.0,-1.34806376244815
24.8952,123.6276,377.1771,0.01188299,-0.008004706,-0.01403835,0.0,-1.2174269098463448
24.86954,123.779,377.1901,-0.0024820980000000003,-0.01464456,-0.0048296450000000005,0.0,-9.848711087084648e-07
24.90121,123.7322,377.174,0.0026732030000000003,-0.01297917,-0.00943425,0.0,-3.280182141817349e-08
24.81943,123.7363,377.2156,0.0008803341,-0.01217212,-0.005050662,0.0,-1.122366463732965
24.76589,123.9321,377.2428,-0.008568332,-0.01372282,0.00043090530000000003,0.0,-4.9651141903583e-07
24.79448,123.8898,377.2283,-0.007667021,-0.014687200000000001,-0.000684878,0.0,-2.2397237395681497e-07
24.80554,123.8735,377.2227,-0.006647552,-0.01451175,-0.00150004,0.0,-5.3212635568774e-07
24.77786,123.8887,377.2367,-0.007527193,-0.01424414,-0.00029444080000000004,0.0,-0.15043829021869998
24.78361,123.8677,377.2338,-0.006468588,-0.01418817,-0.0009553227,0.0,-0.14684871886344
24.79815,123.8512,377.2264,-0.005425588,-0.014071750000000001,-0.0018603439999999999,0.0,-0.39753049545725994
24.65171,123.9876,377.3009,-0.0048987399999999995,-0.006925808,0.0010859399999999999,0.0,-0.46687039091483995
24.67504,124.0662,377.289,-0.005342256,-0.006390244000000001,0.001077831,0.0,-3.71587163129545e-07
24.71472,124.0076,377.2689,-0.007108822,-0.00962612,0.001153159,0.0,-4.3153263145976495e-07
25.33976,123.0846,376.951,0.03405961,0.02487232,-0.02067519,0.0,-1.1574933072066099e-06
25.2373,123.2073,377.0031,0.049333010000000004,0.02965322,-0.03750022,0.0,-0.45702533419378
25.26113,123.2007,376.991,0.04712593,0.02942697,-0.03635759,0.0,-1.43771772001605e-06
25.25591,123.2084,376.9937,0.04811287,0.029900760000000002,-0.0374207,0.0,-1.4420466972075997e-06
25.16753,123.3389,377.0386,0.0491773,0.0213139,-0.04326617,0.0,-6.082214287351399e-07
25.10767,123.4273,377.069,0.04080288000000001,0.01179914,-0.036230820000000004,0.0,-2.85073213902125e-06
25.06424,123.4915,377.0911,0.03004578,0.004638819,-0.03113885,0.0,-7.944461081671399e-07
25.049,123.514,377.0989,0.028180689999999998,0.003290595,-0.03005648,0.0,-5.2195679233027e-07
25.00467,123.5794,377.1214,0.0190835,-0.0035138540000000003,-0.02421017,0.0,-4.31365711858785e-06
24.92961,123.5627,377.1596,0.02049058,-0.002507161,-0.01973585,0.0,-1.3374459692995497
24.9868,123.5043,377.1305,0.03026675,0.003575083,-0.02783462,0.0,-0.9133635249183499
24.95022,123.6598,377.1491,0.008669627,-0.009582602,-0.01462656,0.0,-5.441184357747599e-07
24.91114,123.7176,377.169,0.0034250199999999995,-0.01276318,-0.01011542,0.0,-7.2172649075681e-08
24.8945,123.6287,377.1774,0.0118257,-0.008017524,-0.01398447,0.0,-1.216089953170125
24.86165,123.7906,377.1941,-0.002873847,-0.014540740000000002,-0.004473325,0.0,-1.0370833465792248e-06
24.8341,123.8313,377.2082,-0.004811023,-0.014364140000000001,-0.0032683459999999997,0.0,-1.275713314666505e-06
24.79294,123.828,377.2291,-0.004790872,-0.01384365,-0.002084487,0.0,-0.246428926472685
24.81634,123.8029,377.2172,-0.00316295,-0.01367,-0.003513806,0.0,-0.6532723890922899
24.72031,123.8928,377.266,-0.006671939,-0.01206499,0.0007112876,0.0,-0.407929239960165
24.74496,123.9453,377.2535,-0.008120703,-0.0124884,0.0006633814,0.0,-0.067772157767545
24.75491,123.9483,377.2484,-0.008443968,-0.01292791,0.0006375712,0.0,-6.2561466447304e-07
24.7488,123.9573,377.2515,-0.008237082,-0.012459409999999999,0.0006622160000000001,0.0,-6.059309505044399e-07
24.6745,124.067,377.2893,-0.005317158,-0.006339998,0.001079138,0.0,-3.71022142946675e-07
25.15923,123.2742,377.0428,0.05278866,0.02628106,-0.04294185,0.0,-1.15706054280982
25.15709,123.3018,377.0439,0.05003303,0.0227862,-0.04186185,0.0,-0.7889905569913399
25.15109,123.3429,377.047,0.049535140000000005,0.020951590000000003,-0.04296756,0.0,-0.262292954684035
25.1003,123.378,377.0728,0.04534953,0.01644164,-0.03945721,0.0,-1.4426119840351999
25.09154,123.4138,377.0772,0.041546599999999996,0.01243237,-0.03637318,0.0,-0.8936455471019449
24.85956,123.7793,377.1952,-0.0024088,-0.01436223,-0.004609874,0.0,-0.055619237579389
25.01195,123.4124,377.1177,0.04230644,0.01259039,-0.03555294,0.0,-0.146518479365335
25.05024,123.4894,377.0982,0.0304975,0.004952417,-0.03070611,0.0,-0.23422886349626498
25.06191,123.4377,377.0923,0.03673887,0.009305975,-0.0339854,0.0,-1.3709458799531
24.89775,123.7118,377.1758,0.0038274370000000004,-0.01244841,-0.009775749,0.0,-0.18708407539678998
20.02329,122.9661,379.6546,0.3081879,-0.11468149999999999,-0.07445838,0.0,157.317324285605
20.08229,122.961,379.6245,0.3087893,-0.1146546,-0.07507108,0.0,156.18461747256498
20.02882,122.9994,379.6517,0.30588899999999997,-0.1147961,-0.07359734999999999,0.0,157.31785757506498
23.49009,121.8693,377.8916,0.3091655,-0.053116659999999996,-0.2852591,0.0,116.97570982734999
23.47569,121.8678,377.8989,0.3128973,-0.057844480000000004,-0.2868485,0.0,115.3806810491995
23.47307,121.8791,377.9003,0.3153922,-0.05543512,-0.2883443,0.0,113.932733504117
23.48674,121.8856,377.8933,0.31330410000000003,-0.049788030000000004,-0.2882586,0.0,115.28071593992249
23.477,121.8544,377.8983,0.3104862,-0.06156764,-0.2854065,0.0,116.60704682365198
23.47005,121.8688,377.9018,0.31451450000000003,-0.058912009999999994,-0.2874917,0.0,114.532417501887
23.43445,121.8975,377.9199,0.3273044,-0.060414380000000004,-0.2928155,0.0,107.63129191910149
17.87145,123.0075,380.7488,0.2546838,-0.09998929000000001,-0.09386208,0.0,179.95412863895498
17.81733,123.009,380.7763,0.24948789999999998,-0.09699722,-0.09450611,0.0,181.03257324944
17.84595,123.047,380.7618,0.2570041,-0.1008509,-0.09106208,0.0,180.8091249657
19.21406,124.1002,380.0661,0.1921444,-0.07826796,-0.06646955,0.0,168.87304027197996
19.27334,124.0627,380.0359,0.1958532,-0.0798831,-0.06687172999999999,0.0,168.42854350706997
19.25119,124.0795,380.0472,0.19385470000000002,-0.07898711,-0.06669222000000001,0.0,168.67119021137
20.97367,123.1615,379.1713,0.2947016,-0.1315026,-0.1028228,0.0,130.485238408327
21.04385,123.1351,379.1356,0.3010756,-0.1351433,-0.10853600000000001,0.0,126.6769250488115
20.99146,123.1025,379.1622,0.305199,-0.1329066,-0.1047162,0.0,128.75043446271047
21.01869,123.1587,379.1484,0.2962436,-0.1336928,-0.1061547,0.0,128.736128972946
24.71566,123.7979,377.2684,-0.002262166,-0.01124616,-0.0004618501,0.0,-0.800591335937085
24.76025,123.7421,377.2457,0.0009744186000000001,-0.01122327,-0.002925895,0.0,-0.45704226613413496
24.77489,123.7534,377.2383,0.0001137954,-0.01192151,-0.003234525,0.0,-0.20024845903925498
24.72538,123.7279,377.2634,0.001893506,-0.010769919999999999,-0.002056711,0.0,-0.7489919809782299
24.75784,123.7754,377.2469,-0.0005114529,-0.01156703,-0.002375225,0.0,-0.30492878039920995
24.74378,123.7536,377.2541,0.0007597283000000001,-0.01094619,-0.002319227,0.0,-0.414331113282735
21.49463,118.1272,378.9064,-0.010330649999999999,0.09188679000000001,0.1129415,0.0,50.0371768114405
21.49524,118.1264,378.906,-0.01029991,0.09184336,0.1128804,0.0,50.045696110563995
21.50491,118.1322,378.9011,-0.01013831,0.09027093000000001,0.11154629999999999,0.0,50.0571751661905
21.49612,118.1244,378.9056,-0.01026187,0.09181115999999999,0.1128156,0.0,50.065427820584
21.49578,118.1277,378.9058,-0.010304230000000001,0.09170806000000001,0.1127973,0.0,50.041829761978995
21.49616,118.1269,378.9056,-0.01028383,0.09170096,0.1127636,0.0,50.0484558835195
21.49541,118.127,378.906,-0.01030582,0.0917937,0.1128533,0.0,50.0414697915935
21.48894,118.1267,378.9092,-0.010441869999999999,0.09262269999999999,0.11353210000000001,0.0,49.9967534703725
21.53818,122.9538,378.8842,0.3632209,-0.160882,-0.1701381,0.0,86.77782085222799
21.54133,122.9265,378.8826,0.3691229,-0.16037320000000002,-0.1707544,0.0,86.244531392228
21.5369,122.9429,378.8849,0.3657034,-0.1607546,-0.1699883,0.0,86.6959742523545
21.50482,122.9659,378.9012,0.3584941,-0.1599611,-0.1643252,0.0,89.55453908031949
21.52714,122.9304,378.8898,0.3672032,-0.15987220000000002,-0.1684103,0.0,87.607672580934
21.53085,122.9465,378.8879,0.3644523,-0.16057500000000002,-0.1689606,0.0,87.5539303356025
21.53024,122.941,378.8882,0.3655474,-0.16034659999999998,-0.1688808,0.0,87.41296859908799
18.6827,123.3436,380.3363,0.3015563,-0.1229691,-0.06857307,0.0,172.35848686017496
18.66793,123.2992,380.3438,0.3026878,-0.12331160000000001,-0.06970266,0.0,172.41421560874497
16.60388,123.0106,381.3934,0.08765862,-0.04142978,-0.039796109999999996,0.0,202.78038407296998
16.63078,123.0645,381.3798,0.1056283,-0.05040082,-0.039775939999999996,0.0,202.42507997024498
16.63189,123.0225,381.3792,0.09471813,-0.044398419999999994,-0.0415684,0.0,202.794916210755
17.58352,122.9658,380.8953,0.21488,-0.07835225999999999,-0.09812442,0.0,185.63566122343
17.52342,122.9135,380.9258,0.1945893,-0.06754665,-0.10073069999999999,0.0,186.910889644655
17.53786,122.9701,380.9185,0.2090076,-0.07542095,-0.09695569000000001,0.0,186.56891777842998
17.51493,122.9797,380.9301,0.2080221,-0.0751844,-0.09549217,0.0,187.54350426658
21.76311,117.0298,378.7698,-0.01617908,0.04401731,0.1105722,0.0,58.223756640846496
21.74771,117.0761,378.7777,-0.01624536,0.04836312,0.11209440000000001,0.0,57.985176268679
21.82246,117.052,378.7397,-0.02225754,0.046748399999999996,0.11477449999999999,0.0,57.766114290747495
21.78918,117.097,378.7566,-0.02042645,0.05073392,0.1150008,0.0,57.53790639857699
17.85807,124.4491,380.7556,0.19410319999999998,-0.07667459,-0.04582191,0.0,181.09456814916499
17.87179,124.3765,380.7487,0.2063072,-0.08240012999999999,-0.046964439999999996,0.0,181.076702952255
17.84226,124.408,380.7637,0.20175339999999997,-0.08059626,-0.04588805,0.0,181.30268436093
17.88363,124.4869,380.7426,0.1862104,-0.07272374,-0.04619814,0.0,180.68073552820496
17.90817,124.4233,380.7302,0.1974805,-0.07800341999999999,-0.04724623,0.0,180.72486523101998
18.37698,122.6797,380.4918,0.241992,-0.09956925,-0.09249523999999999,0.0,173.40960038583498
18.37539,122.7134,380.4926,0.2513163,-0.10320259999999999,-0.09452242,0.0,173.37320338018998
18.39344,122.7165,380.4834,0.25351769999999996,-0.1041259,-0.09413467,0.0,173.41400002388
18.38717,122.6981,380.4866,0.2485819,-0.1020428,-0.09387177,0.0,173.16922016174
18.3453,122.6996,380.5078,0.2448037,-0.10055059999999999,-0.09435784,0.0,173.11215818952
18.40196,122.7011,380.479,0.2509525,-0.10318630000000001,-0.093864,0.0,173.12029085378498
21.69434,122.2622,378.8048,0.45058750000000003,-0.1395428,-0.22042130000000001,0.0,63.5653171945715
21.67945,122.3313,378.8123,0.4461102,-0.1418059,-0.2122211,0.0,66.287426581959
22.73508,121.5025,378.2755,0.3767337,-0.154256,-0.2932285,0.0,54.904669699698495
22.6401,121.4607,378.3239,0.3517395,-0.1442146,-0.2807565,0.0,52.873970097200996
22.70658,121.4552,378.29,0.3584945,-0.1492284,-0.2858893,0.0,53.122629640162494
19.64082,122.3145,379.8491,0.27659839999999997,-0.08706839999999999,-0.08851629000000001,0.0,164.937764024275
19.71048,122.3404,379.8137,0.2869374,-0.0894726,-0.09024326,0.0,163.855719709935
19.6974,122.3629,379.8203,0.2894022,-0.0916202,-0.09024331000000001,0.0,164.08436756591
19.68503,122.314,379.8266,0.2804323,-0.08703922,-0.08939662999999999,0.0,164.44900423418497
19.72428,122.3199,379.8066,0.284778,-0.08756814,-0.09026435,0.0,163.637337676065
19.66451,122.3762,379.837,0.2892825,-0.09304850999999999,-0.0899843,0.0,164.363944565315
17.00271,123.6949,381.1906,0.2297112,-0.1074311,-0.03801447,0.0,195.80322474542498
16.99942,123.6895,381.1923,0.2292876,-0.1072678,-0.03801426,0.0,195.88428474334498
17.00091,123.6928,381.1915,0.2295193,-0.1073697,-0.03798984,0.0,195.840821652355
16.99695,123.7029,381.1935,0.2294341,-0.10754770000000001,-0.03757145,0.0,195.853087309935
16.99815,123.6926,381.1929,0.2292941,-0.1073409,-0.03787467,0.0,195.88361813152
17.00397,123.691,381.19,0.2297347,-0.10737360000000001,-0.03817025,0.0,195.81775688320997
16.25597,123.0563,381.5703,0.05205774,-0.03095751,-0.012577149999999999,0.0,205.17991999823997
16.26515,123.0651,381.5657,0.0553074,-0.03257969,-0.013199430000000002,0.0,205.171787333975
16.27963,123.0658,381.5583,0.05770436,-0.03371425,-0.01426142,0.0,204.9058092158
16.26526,123.0483,381.5656,0.05097521000000001,-0.03056191,-0.01352194,0.0,205.02873243633
16.28907,123.027,381.5535,0.04891146,-0.02902978,-0.01536066,0.0,204.79915132379998
22.50481,122.6009,378.3926,0.4317467,-0.11238479999999999,-0.3105891,0.0,29.846691201238997
22.5537,120.7894,378.3678,0.01882398,0.02120784,-0.02117782,0.0,51.443914413501496
22.54907,120.771,378.3701,0.0173071,0.023143359999999998,-0.01976487,0.0,51.453620281673494
22.55597,120.7718,378.3666,0.01779804,0.02246925,-0.020298539999999997,0.0,51.43811489062399
22.55219,120.7716,378.3686,0.01750461,0.02286055,-0.0199727,0.0,51.437794916948
22.55342,120.7699,378.3679,0.01746823,0.02289949,-0.01998177,0.0,51.4517004396175
22.55144,120.7691,378.3689,0.01734757,0.02308668,-0.01985321,0.0,51.443101147075
22.55264,120.7571,378.3683,0.017097750000000002,0.023547150000000003,-0.019676819999999998,0.0,51.434115219674
16.34455,122.9711,381.5253,0.04209302,-0.024293230000000002,-0.01904654,0.0,204.318524197975
16.35368,122.9472,381.5207,0.037303380000000004,-0.0210945,-0.01886997,0.0,204.22919821342498
16.35541,122.967,381.5198,0.04253139,-0.02419097,-0.01989536,0.0,204.16533680058998
16.33683,122.9588,381.5292,0.03786664,-0.021969159999999998,-0.01807131,0.0,204.342255578945
16.39299,122.9127,381.5007,0.03366215,-0.017765089999999997,-0.020699350000000002,0.0,203.99961710089497
16.37068,122.9811,381.512,0.048467750000000004,-0.027124899999999997,-0.02147622,0.0,204.2178658124
16.32332,122.9941,381.5361,0.045336470000000004,-0.02645218,-0.01772847,0.0,204.39291807764496
16.35519,122.9923,381.5199,0.04948284,-0.027987099999999997,-0.02018109,0.0,204.19840074710999
24.08089,118.0226,377.5912,-0.01542307,-0.12320930000000001,-0.009687599,0.0,50.856442744365495
22.75314,122.8936,378.2664,0.2575884,-0.020850909999999997,-0.2880418,0.0,13.14947153593975
22.79188,122.879,378.2467,0.2651485,-0.01852163,-0.2969333,0.0,13.498436160209
22.76223,122.8747,378.2617,0.2729946,-0.02415813,-0.2975289,0.0,13.3080651552255
22.75009,122.8468,378.2679,0.3005603,-0.03361248,-0.3120274,0.0,16.5292668159905
22.76802,122.8921,378.2588,0.2569952,-0.01915702,-0.28908090000000003,0.0,12.69984719287185
22.77622,122.9212,378.2546,0.2252448,-0.01251797,-0.26770520000000003,0.0,11.786454337033199
18.02213,124.706,380.6722,0.1319739,-0.04707366,-0.04860033,0.0,179.70908213208497
17.98544,124.6635,380.6909,0.1443594,-0.05254243,-0.04813739,0.0,179.94559600759501
