x,y,z,u,v,w
26.23856,-224.4769,-182.9662,0.2934772666666667,0.6727029999999999,0.5535973333333334
26.60328,-223.5912,-184.2357,0.024777856666666667,0.05679533333333334,0.04673943333333334
24.59608,-223.2524,-183.5832,0.0,0.0,0.0
25.98896,-225.0753,-182.1068,0.17368523333333333,0.398118,0.3276291333333333
26.07153,-225.3461,-181.8214,0.0539994,0.12377640000000001,0.10186113333333334
26.55955,-225.1696,-182.2946,0.12605906666666666,0.2889502,0.23779003333333337
27.25407,-224.462,-183.5227,0.0485724,0.11133673333333333,0.09162396666666668
26.4093,-225.3096,-182.0449,0.07921883333333334,0.18158393333333334,0.14943353333333334
25.80749,-223.2337,-184.2482,0.012972136666666667,0.029734486666666664,0.024469840000000003
26.86526,-225.3739,-182.2085,0.011013133333333334,0.025244093333333335,0.020774493333333335
25.8866,-225.091,-182.0334,0.15919570000000002,0.36490533333333336,0.30029700000000004
25.98702,-224.4527,-182.8622,0.311609,0.7142643333333334,0.5878
24.69798,-224.8288,-181.7219,0.011003016666666667,0.025220906666666668,0.020755413333333333
24.47972,-223.563,-183.1442,0.07009013333333333,0.1606593,0.13221373333333333
26.69688,-224.8013,-182.815,0.19946423333333335,0.457208,0.376257
27.04119,-224.8669,-182.9178,0.11152283333333335,0.25563056666666667,0.21036986666666666
24.27406,-224.3124,-182.1246,0.0,0.0,0.0
25.4872,-224.2578,-182.834,0.30738183333333335,0.7045746666666667,0.5798263333333333
25.45355,-225.2602,-181.5983,0.010498203333333334,0.024063783333333335,0.019803163333333335
25.50477,-225.1136,-181.8035,0.09501763333333334,0.2177975666666667,0.1792354
24.20281,-224.052,-182.4031,0.00901461,0.02066311666666667,0.017004603333333337
26.42988,-224.902,-182.551,0.2177536,0.49913066666666667,0.41075700000000004
25.32383,-223.4616,-183.7149,0.1488231,0.34112966666666666,0.2807307333333333
25.97421,-223.8156,-183.6295,0.24069793333333336,0.5517233333333333,0.45403766666666673
24.88998,-224.8426,-181.8068,0.0656065,0.150382,0.12375606666666666
26.16225,-223.3662,-184.2753,0.02133448666666667,0.0489025,0.04024406666666667
25.41483,-224.6791,-182.2837,0.2418489666666667,0.5543616666666666,0.45620900000000003
25.01709,-224.6875,-182.0627,0.1591067,0.3647013333333334,0.30012906666666667
26.151,-224.6951,-182.6547,0.27846583333333336,0.638294,0.5252806666666667
26.23716,-224.2187,-183.2792,0.2866264333333334,0.6569996666666666,0.5406743333333334
25.41031,-224.0808,-183.0083,0.29735273333333334,0.6815863333333333,0.560908
26.76416,-225.1399,-182.4392,0.10978646666666667,0.2516505,0.20709446666666667
25.06088,-223.977,-182.9492,0.2498587,0.5727213333333334,0.471318
25.1484,-224.6711,-182.1522,0.1946835,0.44625,0.367239
25.41551,-223.4048,-183.8326,0.12434236666666668,0.28501519999999997,0.23455176666666666
26.38516,-224.7716,-182.6858,0.24901436666666665,0.570786,0.4697253333333334
24.60552,-224.1674,-182.4764,0.14098566666666668,0.3231647,0.26594670000000004
25.94392,-223.42,-184.0942,0.08757836666666667,0.20074546666666668,0.16520243333333334
25.942,-223.3375,-184.1935,0.04877443333333334,0.11179983333333333,0.09200506666666668
25.81087,-223.8965,-183.4447,0.2738933333333334,0.6278130000000001,0.5166553333333334
26.19302,-224.7464,-182.6146,0.2672497666666667,0.612585,0.5041236666666667
27.22314,-225.1709,-182.6449,0.002346168333333333,0.005377843333333334,0.004425666666666667
24.75202,-223.624,-183.2144,0.14490036666666667,0.33213790000000004,0.2733311666666667
25.35466,-224.3458,-182.6568,0.2895756,0.6637596666666666,0.5462376666666667
25.41443,-224.2042,-182.8606,0.3012690333333334,0.6905633333333333,0.5682953333333334
24.92882,-224.5034,-182.2396,0.18333066666666667,0.42022699999999996,0.34582366666666664
24.61563,-224.7696,-181.7501,0.002287144666666667,0.00524255,0.004314330000000001
24.92679,-223.5462,-183.4016,0.15153083333333334,0.347336,0.28583843333333336
25.27103,-223.2591,-183.9329,0.056204833333333336,0.1288317,0.10602136666666667
25.44554,-223.2618,-184.0222,0.05507423333333333,0.12624010000000002,0.10388863333333334
24.62372,-224.6069,-181.9521,0.059062866666666665,0.13538276666666665,0.11141253333333333
26.82424,-225.1095,-182.5081,0.10947476666666667,0.2509359666666667,0.20650643333333335
26.63559,-224.8315,-182.7458,0.20569293333333333,0.47148533333333337,0.38800633333333334
25.98446,-224.477,-182.8314,0.3102547,0.71116,0.5852453333333334
25.85548,-224.2866,-182.9943,0.31845633333333334,0.7299596666666668,0.6007163333333334
27.07319,-224.6955,-183.143,0.11555826666666667,0.2648805,0.21798203333333335
27.23444,-224.1508,-183.8905,0.010136973333333334,0.02323578,0.019121763333333333
26.33701,-223.5512,-184.1432,0.07799983333333334,0.17878970000000002,0.14713403333333333
24.93,-224.7218,-181.9748,0.12355466666666667,0.28320966666666664,0.23306590000000002
25.2362,-224.6722,-182.1974,0.21272956666666668,0.4876146666666667,0.40128
25.50187,-224.9348,-182.0192,0.17215856666666665,0.3946186666666667,0.3247492666666667
24.49207,-223.4012,-183.3472,0.03233327666666667,0.07411373333333333,0.060991500000000004
25.81244,-224.4152,-182.8153,0.3158012,0.7238736666666666,0.595708
25.67886,-223.6262,-183.7032,0.20289443333333335,0.46507066666666674,0.3827276666666667
25.01893,-223.2964,-183.754,0.06446216666666667,0.14775893333333334,0.12159743333333334
26.86218,-225.2977,-182.2994,0.0392008,0.08985533333333334,0.07394596666666667
24.91225,-224.0421,-182.7914,0.22633816666666667,0.5188079999999999,0.4269503333333334
24.27174,-224.1072,-182.3726,0.02945462666666667,0.06751533333333334,0.055561400000000004
26.45446,-223.6956,-184.03,0.112321,0.2574600666666667,0.21187540000000002
26.58661,-223.6077,-184.2069,0.03676046666666667,0.08426163333333334,0.06934266666666666
25.41222,-223.9013,-183.2275,0.2764824,0.6337476666666667,0.5215393333333334
24.96897,-223.816,-183.0962,0.21727676666666668,0.49803766666666666,0.40985733333333335
27.02541,-224.963,-182.7926,0.09937163333333333,0.22777776666666666,0.18744850000000002
24.22585,-223.8183,-182.6993,0.022979956666666666,0.052674233333333334,0.04334796666666667
25.22282,-223.5966,-183.4973,0.19300466666666666,0.44240166666666664,0.364072
25.10337,-224.2063,-182.6931,0.25894323333333336,0.5935450000000001,0.4884546666666667
25.66109,-225.3494,-181.5999,0.0,0.0,0.0
26.10708,-223.3002,-184.3263,0.0,0.0,0.0
24.70415,-224.2112,-182.4755,0.1650742666666667,0.37838000000000005,0.31138593333333336
24.74356,-223.4269,-183.4494,0.08913906666666667,0.20432283333333334,0.16814640000000003
25.35661,-224.1672,-182.8749,0.2960560666666667,0.678614,0.558462
26.67903,-224.9221,-182.6588,0.18088066666666666,0.4146113333333334,0.34120233333333333
26.29467,-224.6504,-182.7851,0.27546430000000005,0.631414,0.5196189999999999
26.58938,-225.1003,-182.3947,0.14474166666666669,0.33177413333333333,0.2730317666666667
26.29569,-225.0889,-182.2528,0.17249520000000002,0.39539033333333334,0.3253843
25.88244,-224.5728,-182.6608,0.30115593333333335,0.690304,0.5680820000000001
25.94536,-223.3112,-184.2272,0.03296086,0.07555226666666667,0.06217533333333333
27.03937,-225.1659,-182.5535,0.05282643333333333,0.1210878,0.09964856666666666
27.0859,-224.5602,-183.3142,0.1154152,0.26455253333333334,0.2177121
26.3697,-224.1307,-183.4564,0.2554358666666667,0.5855053333333333,0.48183833333333337
27.15058,-225.2512,-182.5089,0.0,0.0,0.0
27.12698,-225.0601,-182.7286,0.054054733333333334,0.12390320000000002,0.1019655
27.21482,-225.0262,-182.8164,0.034298300000000004,0.0786179,0.0646982
26.74999,-225.4097,-182.1039,0.01448986,0.03321338333333333,0.02733278
25.06114,-224.1963,-182.6829,0.25264923333333333,0.579118,0.47658200000000006
24.75061,-223.5843,-183.2619,0.1359524666666667,0.3116276333333334,0.25645233333333334
24.87806,-223.1992,-183.7974,0.01188848,0.02725054666666667,0.022425693333333333
24.92714,-224.1001,-182.7287,0.22926686666666668,0.5255213333333334,0.43247500000000005
24.23451,-224.2214,-182.2141,0.0,0.0,0.0
25.76579,-223.5471,-183.8454,0.1668915,0.38254533333333335,0.3148138
27.29901,-224.5555,-183.433,0.040184700000000004,0.09211063333333333,0.07580196666666668
25.2818,-224.3287,-182.639,0.28095403333333335,0.6439976666666667,0.5299743333333333
26.96032,-224.7325,-183.0383,0.1486201666666667,0.34066433333333335,0.28034793333333335
24.44454,-223.7321,-182.9201,0.0866943,0.19871903333333335,0.1635347666666667
27.19787,-225.0028,-182.8358,0.043703266666666664,0.10017580000000001,0.08243916666666667
24.49285,-223.6198,-183.0822,0.0846218,0.19396846666666667,0.15962533333333334
25.13455,-224.652,-182.1681,0.19711206666666667,0.4518166666666667,0.37182000000000004
26.90912,-223.8076,-184.1349,0.01927399,0.04417946666666667,0.03635726666666667
24.79698,-223.5707,-183.3031,0.1409861666666667,0.3231658333333334,0.2659476333333333
25.66179,-224.4404,-182.7047,0.30879256666666666,0.7078086666666666,0.5824873333333334
25.88343,-223.7357,-183.6786,0.22637913333333334,0.518902,0.4270276666666667
25.44209,-223.4708,-183.7664,0.15300846666666668,0.350723,0.28862573333333336
26.58759,-225.4554,-181.9623,0.0023335206666666667,0.005348853333333334,0.00440181
26.99616,-224.9559,-182.7858,0.10952056666666667,0.2510409333333333,0.20659283333333334
27.03001,-224.5276,-183.3242,0.13026283333333333,0.2985860333333334,0.2457198
24.61305,-223.268,-183.5733,0.010796493333333334,0.024747516666666667,0.020365840000000003
26.14934,-224.2175,-183.2341,0.29687813333333335,0.6804983333333334,0.5600126666666667
27.33939,-224.8188,-183.1344,0.02199752666666667,0.0504223,0.04149476666666667
27.41633,-224.6587,-183.3697,0.0,0.0,0.0
26.78397,-224.3282,-183.436,0.18849843333333335,0.4320723333333334,0.3555716666666667
26.38398,-224.7347,-182.73,0.25676983333333336,0.5885630000000001,0.4843546666666667
24.39033,-223.9966,-182.5699,0.08206043333333334,0.18809736666666668,0.15479373333333335
27.00029,-224.2763,-183.6138,0.11753123333333333,0.2694028666666667,0.2217036666666667
24.40423,-223.9802,-182.5973,0.08736013333333333,0.20024526666666667,0.16479080000000002
26.29626,-224.9095,-182.4712,0.22685646666666667,0.519996,0.42792800000000003
24.75244,-224.0628,-182.6815,0.18887696666666667,0.43294033333333337,0.35628600000000005
25.90086,-223.5792,-183.8779,0.1673762,0.3836566666666667,0.31572816666666664
26.76443,-223.9072,-183.9373,0.10467193333333333,0.23992703333333334,0.1974467
24.30013,-223.4916,-183.1357,0.002325625,0.005330753333333334,0.0043869166666666674
25.85672,-224.1069,-183.2133,0.30703683333333337,0.703784,0.5791753333333334
26.81607,-223.6937,-184.2241,0.008797393333333334,0.02016522,0.01659486
25.01851,-223.412,-183.6133,0.11402183333333335,0.2613587333333333,0.2150838
26.87355,-225.3823,-182.2027,0.0023410880000000003,0.0053661966666666665,0.0044160833333333335
25.94363,-224.1431,-183.2154,0.3065585333333334,0.7026876666666667,0.5782733333333333
25.70336,-223.1971,-184.2375,0.0,0.0,0.0
25.62028,-224.6084,-182.4785,0.2817793,0.6458893333333333,0.531531
26.87317,-224.15,-183.6999,0.13600486666666667,0.3117478,0.25655123333333335
27.12803,-224.1538,-183.8303,0.048082566666666667,0.11021393333333333,0.09069996666666667
26.12042,-225.0226,-182.2405,0.19763556666666665,0.4530166666666667,0.3728076666666667
25.05711,-224.0364,-182.8751,0.25206443333333334,0.5777773333333334,0.47547900000000004
25.57391,-224.2201,-182.9259,0.3132857333333333,0.7181076666666667,0.590963
25.72367,-225.0322,-182.0185,0.16552086666666668,0.37940366666666664,0.31222836666666665
26.77547,-223.6906,-184.2063,0.01843982666666667,0.04226743333333334,0.034783766666666674
27.12794,-224.4067,-183.523,0.08938813333333334,0.2048938,0.16861626666666668
27.08709,-224.3175,-183.6098,0.09428466666666667,0.2161175,0.17785276666666666
26.03119,-225.0854,-182.1168,0.17236903333333334,0.39510100000000004,0.32514633333333337
25.79529,-223.5152,-183.8997,0.15212923333333334,0.3487076666666667,0.28696723333333335
25.00342,-224.1227,-182.7417,0.24387916666666667,0.5590153333333334,0.4600386666666667
25.13358,-223.5562,-183.4991,0.17444703333333336,0.3998643333333334,0.32906613333333334
26.29624,-223.5751,-184.0926,0.09853133333333333,0.22585166666666667,0.18586346666666667
26.15184,-223.6392,-183.9381,0.1549952,0.355277,0.2923733666666667
26.33796,-225.331,-181.9811,0.0723565,0.1658542,0.13648883333333334
25.75237,-223.4285,-183.9823,0.1157191,0.2652491,0.21828536666666667
26.8986,-224.3966,-183.4137,0.16226793333333334,0.3719476666666667,0.30609226666666667
25.61861,-224.1309,-183.0579,0.31142433333333336,0.713841,0.5874516666666667
26.99565,-224.1218,-183.799,0.09146153333333334,0.20964636666666667,0.17252736666666668
26.33338,-225.4716,-181.8078,0.0023152523333333334,0.005306976666666667,0.004367350000000001
27.06819,-225.3078,-182.3964,0.0,0.0,0.0
26.51873,-224.2484,-183.3924,0.24301646666666668,0.5570376666666667,0.45841133333333334
27.21335,-224.8431,-183.038,0.06050066666666666,0.13867846666666667,0.11412470000000001
26.07464,-223.9433,-183.5276,0.26070743333333335,0.5975886666666668,0.4917823333333333
25.68044,-224.7582,-182.3284,0.25266743333333336,0.5791596666666667,0.47661633333333336
27.34747,-224.6419,-183.3536,0.024978530000000002,0.057255299999999995,0.047117966666666664
26.16408,-223.9409,-183.5779,0.24955560000000002,0.5720266666666667,0.4707463333333334
27.27702,-225.0767,-182.7879,0.007092066666666667,0.0162563,0.013378036666666666
24.57275,-224.1631,-182.4643,0.13021533333333332,0.2984771666666667,0.24563023333333334
27.17453,-224.1644,-183.8421,0.03474283333333334,0.07963683333333334,0.0655367
26.19514,-224.1674,-183.3193,0.28627640000000004,0.6561973333333334,0.5400143333333334
25.6781,-223.7652,-183.5338,0.2467585,0.565615,0.46547
25.85475,-224.76,-182.4187,0.2651556666666667,0.6077846666666668,0.5001733333333334
26.81985,-223.9024,-183.9725,0.08699130000000001,0.19939983333333333,0.16409506666666668
27.12486,-224.8667,-182.9625,0.08734896666666667,0.20021966666666666,0.16476973333333336
26.07518,-224.1196,-183.3137,0.2938834666666667,0.6736340000000001,0.5543636666666667
24.40604,-224.055,-182.5072,0.0840332,0.19261933333333334,0.15851506666666668
24.76874,-224.8955,-181.6783,0.002298721,0.005269083333333334,0.004336166666666667
26.16542,-224.2405,-183.2147,0.2968558333333334,0.6804473333333333,0.5599706666666667
24.60343,-223.9081,-182.7904,0.14798956666666666,0.339219,0.27915840000000003
26.16287,-223.9014,-183.6254,0.23997176666666667,0.5500586666666667,0.45266799999999996
26.42567,-225.2548,-182.1202,0.1039882,0.23835976666666667,0.19615693333333334
24.25037,-224.0834,-182.3902,0.023939493333333336,0.05487366666666667,0.045158
24.7128,-223.4621,-183.3903,0.0920745,0.21105136666666668,0.17368363333333334
24.64808,-223.8191,-182.9222,0.15253773333333334,0.349644,0.28773776666666667
26.60246,-223.6727,-184.1364,0.06195373333333334,0.14200920000000003,0.11686573333333335
27.17157,-224.501,-183.4315,0.08189353333333334,0.18771480000000001,0.1544789
26.20496,-225.3003,-181.9479,0.08667480000000001,0.19867430000000003,0.16349796666666666
26.78277,-224.5076,-183.2174,0.19894140000000002,0.4560096666666667,0.3752706666666667
24.95512,-224.1323,-182.7045,0.23429420000000004,0.5370446666666666,0.441958
27.17311,-224.124,-183.8905,0.025278103333333333,0.05794200000000001,0.04768306666666667
25.67942,-223.4108,-183.9651,0.11396763333333333,0.26123446666666666,0.21498153333333336
24.77972,-224.1301,-182.6142,0.1935394,0.4436273333333333,0.36508066666666666
25.01461,-224.1653,-182.6959,0.24389376666666668,0.5590486666666666,0.46006600000000003
26.82517,-223.9805,-183.8804,0.1095869,0.25119300000000006,0.20671796666666667
25.01478,-223.5907,-183.3941,0.17290096666666668,0.3963203333333334,0.3261497666666667
24.63218,-223.2481,-183.6076,0.0023416703333333337,0.005367533333333334,0.004417183333333333
25.85391,-224.8243,-182.3401,0.24876276666666666,0.5702093333333333,0.46925066666666665
25.31032,-224.4357,-182.5242,0.27402483333333333,0.6281143333333333,0.5169036666666667
25.76703,-223.8101,-183.5264,0.2534492666666667,0.5809516666666668,0.47809100000000004
26.01744,-223.6873,-183.8084,0.19416903333333332,0.4450706666666667,0.36626833333333336
24.39296,-223.8188,-182.7874,0.08004506666666666,0.18347776666666668,0.15099206666666667
26.60651,-224.2495,-183.4375,0.2244402,0.5144576666666667,0.4233703333333333
24.7889,-223.3396,-183.5796,0.06263023333333334,0.14355983333333333,0.11814183333333335
26.95726,-224.1862,-183.7004,0.11608720000000002,0.2660928666666667,0.21897973333333334
24.57487,-223.8013,-182.905,0.13182186666666668,0.30215960000000003,0.2486606666666667
26.45902,-224.1714,-183.4543,0.24467636666666667,0.5608426666666667,0.46154233333333333
26.64714,-224.037,-183.7173,0.17698983333333332,0.4056926666666667,0.3338626666666667
26.74063,-224.238,-183.5227,0.1893683,0.43406633333333333,0.3572126666666667
25.85489,-223.6285,-183.7937,0.1911004666666667,0.438037,0.36048
25.57422,-224.4394,-182.6596,0.30321706666666665,0.6950283333333334,0.57197
24.79394,-224.4718,-182.2065,0.15090193333333332,0.3458946666666667,0.2846521666666667
26.8262,-224.3383,-183.4462,0.17933356666666667,0.411065,0.33828366666666665
25.23831,-224.019,-182.9922,0.2769687,0.6348623333333334,0.5224566666666667
26.82459,-224.0792,-183.7602,0.13713776666666666,0.31434460000000003,0.25868823333333335
26.20772,-224.0316,-183.4909,0.2637792666666667,0.60463,0.497577
25.63342,-224.9113,-182.1176,0.1998543,0.45810233333333333,0.376993
26.69471,-224.1429,-183.6139,0.18585050000000003,0.426003,0.350577
24.93223,-223.2962,-183.7082,0.05821966666666667,0.13344996666666667,0.10982196666666666
25.57517,-224.0403,-183.145,0.30173856666666665,0.6916393333333334,0.569181
26.7393,-224.3808,-183.3484,0.20537246666666667,0.47075100000000003,0.38740199999999997
26.95996,-224.5132,-183.3045,0.15282413333333333,0.35030066666666665,0.28827800000000003
26.14832,-224.8355,-182.4826,0.25055953333333336,0.5743276666666667,0.47264
26.2081,-224.6891,-182.6923,0.2769879666666667,0.6349066666666667,0.522493
25.27969,-224.4282,-182.5169,0.2694090666666667,0.6175343333333333,0.5081966666666667
26.64957,-224.735,-182.8705,0.2174438,0.4984206666666667,0.4101726666666667
26.99264,-225.1711,-182.5225,0.059090133333333336,0.13544533333333333,0.11146400000000001
26.74075,-224.0543,-183.746,0.15505273333333333,0.35540900000000003,0.29248193333333333
25.2812,-224.8024,-182.0631,0.18115716666666667,0.41524500000000003,0.3417236666666667
26.34167,-224.6813,-182.7724,0.2668856333333333,0.6117503333333334,0.5034366666666666
26.93515,-223.7959,-184.1629,0.006922080000000001,0.015866663333333333,0.013057386666666669
26.73872,-224.7757,-182.8683,0.19543080000000002,0.4479626666666667,0.3686486666666667
25.98766,-224.7759,-182.4698,0.26647183333333335,0.6108016666666667,0.5026560000000001
27.15858,-224.7357,-183.1395,0.08743936666666667,0.20042683333333336,0.16494023333333335
25.46132,-223.2841,-184.0034,0.06468130000000001,0.14826123333333335,0.12201080000000002
25.63449,-223.8981,-183.3492,0.27830746666666667,0.637931,0.5249820000000001
25.39965,-224.476,-182.5225,0.28090383333333335,0.6438823333333333,0.5298796666666666
25.01737,-223.6673,-183.3025,0.19642216666666668,0.45023500000000005,0.37051866666666666
26.8962,-225.0522,-182.6157,0.11079623333333333,0.2539650666666667,0.2089992
25.26612,-223.4682,-183.6763,0.149515,0.34271533333333337,0.2820359
27.1255,-224.4309,-183.4924,0.09421503333333334,0.2159579,0.17772140000000003
24.17923,-224.0483,-182.3952,0.0,0.0,0.0
24.74619,-224.8682,-181.6995,0.008404650000000001,0.019264983333333333,0.01585401666666667
25.37172,-223.2008,-184.0573,0.02636353666666667,0.06043,0.04973056666666667
24.71518,-224.7301,-181.8509,0.05348633333333333,0.12260033333333335,0.1008933
24.87555,-223.3028,-183.6702,0.0573735,0.13151046666666666,0.10822583333333333
25.06426,-224.852,-181.8878,0.11242616666666666,0.2577011333333334,0.21207383333333335
24.53178,-223.9304,-182.7254,0.12828666666666666,0.29405623333333336,0.24199206666666667
26.47475,-225.0319,-182.417,0.17850716666666666,0.4091706666666667,0.336725
24.88042,-224.6521,-182.0333,0.1307143666666667,0.29962103333333334,0.24657156666666666
25.66303,-223.8225,-183.4562,0.2629918666666667,0.602825,0.4960916666666667
25.36979,-223.4137,-183.7975,0.128446,0.2944215,0.24229263333333334
26.25382,-224.6802,-182.7272,0.2748764,0.6300663333333333,0.51851
25.67769,-223.6613,-183.6599,0.21547460000000002,0.49390666666666666,0.40645800000000004
25.75435,-225.175,-181.8612,0.10617456666666666,0.24337133333333336,0.20028116666666668
25.76648,-224.2049,-183.0464,0.31681313333333333,0.726193,0.5976166666666667
25.94432,-223.6329,-183.8357,0.18151083333333334,0.4160556666666667,0.342391
26.65067,-225.3944,-182.0698,0.02709635,0.06210973333333334,0.051112866666666666
26.5178,-224.424,-183.1785,0.2550521,0.5846256666666667,0.4811146666666667
26.20951,-224.9521,-182.3734,0.22132400000000002,0.5073146666666667,0.417492
26.10366,-225.1438,-182.0842,0.15142486666666669,0.34709333333333336,0.28563853333333333
24.9718,-224.338,-182.4633,0.22110403333333334,0.5068103333333334,0.417077
25.63592,-223.7551,-183.5238,0.2454366,0.562585,0.4629763333333334
24.97063,-223.8561,-183.0483,0.2222215666666667,0.509372,0.419185
26.16482,-224.7141,-182.6388,0.2745374666666667,0.6292896666666667,0.5178706666666667
25.67847,-224.6462,-182.4635,0.28009796666666664,0.6420353333333333,0.5283596666666667
26.0594,-224.1764,-183.2363,0.3017453,0.691655,0.5691936666666667
26.10337,-224.9245,-182.3506,0.22799260000000002,0.5226003333333333,0.43007100000000004
26.4267,-223.7265,-183.9777,0.13055676666666666,0.29925973333333333,0.24627423333333334
25.89706,-224.9144,-182.2535,0.2240649666666667,0.5135973333333334,0.4226623333333333
