Points:0,Points:1,Points:2,U:0,U:1,U:2,wss,p
31.84947,-209.3258,-178.1754,0.22656980000000002,0.7384994,0.22971550000000002,0.0,42.5144357018425
31.85243,-209.3178,-178.1541,0.2269754,0.7402824,0.2304313,0.0,41.7051956107655
31.86048,-209.2959,-178.1737,0.22659459999999998,0.7385196,0.2303586,0.0,42.729951304865
31.85513,-209.3105,-178.0919,0.22193639999999998,0.7383862999999999,0.2314329,0.0,40.527999124524996
31.50869,-210.2517,-178.1297,0.16666899999999998,0.7078394,0.1724232,0.0,42.386086261056995
31.52898,-210.1966,-178.168,0.1817389,0.7374286999999999,0.185621,0.0,45.103196059756996
31.53182,-210.1888,-178.1065,0.1642565,0.7102236999999999,0.17969439999999998,0.0,47.00466629386
31.5142,-210.2367,-178.1908,0.18381129999999998,0.7409792000000001,0.1845965,0.0,43.95042423078449
31.5512,-210.1362,-178.1941,0.19665870000000002,0.7512154,0.1918904,0.0,48.88676478832849
31.69439,-209.7472,-178.8821,0.10832879999999999,0.7082457,0.1792987,0.0,72.796437757043
28.60561,-218.139,-172.085,-0.007398827,-0.005521994999999999,-0.001867901,0.0,377.52654116792996
28.57923,-218.2107,-172.101,-0.007331182,-0.005329979,-0.002007003,0.0,377.51934176021996
28.60854,-218.1311,-172.0315,-0.007121908999999999,-0.005250719,-0.0016730310000000002,0.0,377.538140213685
28.58615,-218.1919,-172.1531,-0.007583923,-0.005640546,-0.002186524,0.0,377.52614120083496
28.61868,-218.1035,-172.2162,-0.008078914,-0.006360546999999999,-0.002324349,0.0,377.52600787847
28.59236,-218.175,-172.0934,-0.007367582,-0.005434578,-0.001935356,0.0,377.52240817461495
28.6007,-218.1524,-172.1132,-0.007516299,-0.00562772,-0.001988123,0.0,377.52280814170996
28.56997,-218.2359,-172.0475,-0.0070284679999999995,-0.004970218,-0.001858711,0.0,377.53240735199
27.20915,-221.933,-181.2626,0.07536288,0.22308879999999998,0.1549442,0.0,383.73669692962994
27.23979,-221.8498,-181.2274,0.07544217,0.2227531,0.1540144,0.0,383.18727546346497
27.21648,-221.9131,-181.3882,0.07243639,0.2187313,0.1514843,0.0,383.31686480224494
27.23264,-221.8692,-181.2845,0.07439466,0.2213841,0.1529625,0.0,383.29833299351
27.21417,-221.9194,-181.1665,0.0767389,0.2249379,0.156169,0.0,383.33286348604497
27.24924,-221.8241,-181.3165,0.07356055,0.2200141,0.15150180000000002,0.0,383.059285993065
32.13722,-208.5441,-177.3742,0.09825821,0.363868,0.1539752,0.0,14.512326081561
32.18104,-208.425,-177.4474,0.13273949999999998,0.49304749999999997,0.20313009999999998,0.0,13.571216839262497
32.14225,-208.5304,-177.2761,0.06877357,0.25969000000000003,0.1136724,0.0,17.499440333859
32.17763,-208.4343,-177.3605,0.1054797,0.4004945,0.17066199999999998,0.0,12.727559579660749
32.17191,-208.4498,-177.4048,0.1169236,0.4404524,0.1852632,0.0,13.716364898038
32.15818,-208.4871,-177.4451,0.12615600000000002,0.4703262,0.19450209999999998,0.0,15.930582735958
32.13155,-208.5594,-178.3874,0.15291169999999998,0.6674993,0.2329038,0.0,54.1951814021145
32.09587,-208.6564,-178.4939,0.1447395,0.6285036,0.22105509999999998,0.0,57.105381982043994
32.08848,-208.6765,-178.3777,0.16166270000000002,0.7002141000000001,0.23228490000000002,0.0,52.51214653082749
27.90314,-220.0475,-181.0801,0.05533821,0.1079459,0.07863236,0.0,380.32444431982
27.92285,-219.994,-181.0161,0.05721027,0.1126689,0.08199647,0.0,380.273648498755
27.90127,-220.0526,-181.0487,0.05683243,0.1138195,0.08225748,0.0,380.27818145916495
27.89972,-220.0568,-181.0173,0.05831563,0.11987389999999999,0.08586767999999999,0.0,380.156058172825
27.91205,-220.0233,-181.0648,0.05561865,0.10761559999999999,0.07869279,0.0,380.24418425609
27.88384,-220.1,-181.0724,0.05676794,0.11597950000000001,0.08308094,0.0,380.24685070338995
30.36202,-213.3671,-179.5288,0.049041949999999994,0.2961143,-0.029952100000000002,0.0,315.38445355197
30.33302,-213.4459,-179.4138,0.06250324,0.2943187,-0.02731746,0.0,317.16030745377
30.33558,-213.4389,-179.4726,0.0533006,0.29169049999999996,-0.03075341,0.0,317.40615389482997
27.5004,-221.1418,-181.5966,0.04822327,0.158142,0.101016,0.0,381.1045134774349
27.48916,-221.1723,-181.6846,0.043959849999999995,0.14926,0.09433647,0.0,381.36222560898
27.52789,-221.0671,-181.5974,0.046518699999999996,0.1502647,0.09559003,0.0,380.98385673710993
27.52161,-221.0841,-181.6526,0.04379524,0.1433817,0.09093678000000001,0.0,380.82453651093493
27.51242,-221.1091,-181.6208,0.04603384,0.151399,0.09619678999999999,0.0,381.00518831551
27.51516,-221.1017,-181.5931,0.04742173,0.1546277,0.09855975,0.0,380.952259336605
31.81013,-209.4327,-178.0591,0.2138717,0.7379541000000001,0.2288679,0.0,37.21091201885199
31.7892,-209.4896,-177.9554,0.1829381,0.6944193,0.2155585,0.0,34.349507424512495
31.75559,-209.5809,-177.9572,0.1747432,0.6829295000000001,0.2097215,0.0,31.530899309337997
31.81634,-209.4158,-177.9684,0.1947324,0.7108601,0.2233117,0.0,30.014824035740496
28.19039,-219.2671,-177.257,0.0074592009999999995,0.005046136,-0.006872120000000001,0.0,376.89405986837
28.21995,-219.1868,-177.2443,0.009386607,0.007514762,-0.004361846999999999,0.0,376.86632881645
28.21686,-219.1952,-177.3172,0.01069817,0.009641815,-0.001419898,0.0,377.014983253425
28.17976,-219.296,-177.2968,0.007397929,0.0051179929999999995,-0.00639478,0.0,376.70287559696
28.19154,-219.264,-177.2021,0.006947712,0.004113843,-0.008404683,0.0,376.98871874751995
29.69876,-215.1691,-176.8244,0.1034046,0.2075311,0.051585650000000004,0.0,388.43604365115
29.72433,-215.0996,-176.9483,0.1051701,0.21770689999999998,0.03653576,0.0,388.04114280601993
29.70308,-215.1573,-176.8718,0.104895,0.21279579999999998,0.04740563,0.0,387.888488698095
29.68797,-215.1984,-176.8717,0.1067295,0.2165646,0.05170887,0.0,386.912568986295
29.67277,-215.2397,-176.8622,0.10743589999999999,0.21833539999999999,0.05598113,0.0,385.698535530605
